primary_type,location_description,count
OTHER OFFENSE,DRUG STORE,23
OTHER OFFENSE,FEDERAL BUILDING,23
OTHER OFFENSE,CTA TRAIN,22
OTHER OFFENSE,SPORTS ARENA/STADIUM,21
OTHER OFFENSE,TAVERN/LIQUOR STORE,21
OTHER OFFENSE,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,20
OTHER OFFENSE,POOL ROOM,20
OTHER OFFENSE,FACTORY/MANUFACTURING BUILDING,18
OTHER OFFENSE,ATHLETIC CLUB,16
OTHER OFFENSE,CTA BUS,16
OTHER OFFENSE,JAIL/LOCK-UP FACILITY,15
OTHER OFFENSE,ANIMAL HOSPITAL,14
OTHER OFFENSE,CTA GARAGE/OTHER PROPERTY,13
OTHER OFFENSE,HIGHWAY/EXPRESSWAY,12
OTHER OFFENSE,LIBRARY,12
OTHER OFFENSE,VEHICLE-COMMERCIAL,12
OTHER OFFENSE,APPLIANCE STORE,11
OTHER OFFENSE,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,10
OTHER OFFENSE,CAR WASH,9
OTHER OFFENSE,AIRCRAFT,8
OTHER OFFENSE,AIRPORT PARKING LOT,8
OTHER OFFENSE,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,8
OTHER OFFENSE,CLEANING STORE,8
OTHER OFFENSE,OTHER COMMERCIAL TRANSPORTATION,8
OTHER OFFENSE,AIRPORT EXTERIOR - SECURE AREA,7
OTHER OFFENSE,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,7
OTHER OFFENSE,OTHER RAILROAD PROP/TRAIN DEPOT,7
OTHER OFFENSE,AIRPORT EXTERIOR - NON-SECURE AREA,6
OTHER OFFENSE,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,6
OTHER OFFENSE,CHA HALLWAY/STAIRWELL/ELEVATOR,6
OTHER OFFENSE,PAWN SHOP,6
OTHER OFFENSE,MOVIE HOUSE/THEATER,5
OTHER OFFENSE,TAXICAB,5
OTHER OFFENSE,CONSTRUCTION SITE,4
OTHER OFFENSE,CURRENCY EXCHANGE,4
OTHER OFFENSE,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",4
OTHER OFFENSE,BOWLING ALLEY,3
OTHER OFFENSE,COLLEGE/UNIVERSITY RESIDENCE HALL,3
OTHER OFFENSE,KENNEL,3
OTHER OFFENSE,SAVINGS AND LOAN,3
OTHER OFFENSE,VEHICLE - DELIVERY TRUCK,3
OTHER OFFENSE,CEMETARY,2
OTHER OFFENSE,COIN OPERATED MACHINE,2
OTHER OFFENSE,COLLEGE/UNIVERSITY - GROUNDS,2
OTHER OFFENSE,FIRE STATION,2
OTHER OFFENSE,FOREST PRESERVE,2
OTHER OFFENSE,LAKEFRONT/WATERFRONT/RIVERBANK,2
OTHER OFFENSE,OTHER RAILROAD PROPERTY/TRAIN DEPOT,2
OTHER OFFENSE,VEHICLE - COMMERCIAL,2
OTHER OFFENSE,VEHICLE-COMMERCIAL - ENTERTAINMENT/PARTY BUS,2
OTHER OFFENSE,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,1
OTHER OFFENSE,AIRPORT/AIRCRAFT,1
OTHER OFFENSE,ATM (AUTOMATIC TELLER MACHINE),1
OTHER OFFENSE,BOAT/WATERCRAFT,1
OTHER OFFENSE,COLLEGE/UNIVERSITY - RESIDENCE HALL,1
OTHER OFFENSE,CREDIT UNION,1
OTHER OFFENSE,CTA PARKING LOT/GARAGE/OTHER PROPERTY,1
OTHER OFFENSE,NEWSSTAND,1
OTHER OFFENSE,VEHICLE-COMMERCIAL - TROLLEY BUS,1
PROSTITUTION,STREET,1146
PROSTITUTION,SIDEWALK,440
PROSTITUTION,ALLEY,27
PROSTITUTION,OTHER,15
PROSTITUTION,COMMERCIAL/BUSINESS OFFICE,11
PROSTITUTION,PARKING LOT/GARAGE(NON.RESID.),8
PROSTITUTION,RESIDENCE,6
PROSTITUTION,APARTMENT,4
PROSTITUTION,RESTAURANT,3
PROSTITUTION,VEHICLE NON-COMMERCIAL,3
PROSTITUTION,GAS STATION,2
PROSTITUTION,HOTEL/MOTEL,2
PROSTITUTION,ABANDONED BUILDING,1
PROSTITUTION,CTA TRAIN,1
PROSTITUTION,NURSING/RETIREMENT HOME,1
PROSTITUTION,OTHER COMMERCIAL TRANSPORTATION,1
PROSTITUTION,PARKING LOT/GARAGE (NON RESIDENTIAL),1
PROSTITUTION,TAVERN/LIQUOR STORE,1
PUBLIC INDECENCY,RESTAURANT,7
PUBLIC INDECENCY,DEPARTMENT STORE,5
PUBLIC INDECENCY,STREET,4
PUBLIC INDECENCY,CTA BUS,2
PUBLIC INDECENCY,CTA TRAIN,2
PUBLIC INDECENCY,GROCERY FOOD STORE,2
PUBLIC INDECENCY,SCHOOL - PUBLIC GROUNDS,2
PUBLIC INDECENCY,SMALL RETAIL STORE,2
PUBLIC INDECENCY,COLLEGE/UNIVERSITY GROUNDS,1
PUBLIC INDECENCY,CTA STATION,1
PUBLIC INDECENCY,GAS STATION,1
PUBLIC INDECENCY,HOSPITAL BUILDING/GROUNDS,1
PUBLIC INDECENCY,LIBRARY,1
PUBLIC INDECENCY,PARK PROPERTY,1
PUBLIC INDECENCY,PARKING LOT/GARAGE(NON.RESID.),1
PUBLIC INDECENCY,SIDEWALK,1
PUBLIC PEACE VIOLATION,STREET,1074
PUBLIC PEACE VIOLATION,SIDEWALK,697
PUBLIC PEACE VIOLATION,RESIDENCE,264
PUBLIC PEACE VIOLATION,APARTMENT,215
PUBLIC PEACE VIOLATION,SCHOOL - PUBLIC BUILDING,209
PUBLIC PEACE VIOLATION,SMALL RETAIL STORE,185
PUBLIC PEACE VIOLATION,ALLEY,109
PUBLIC PEACE VIOLATION,OTHER,90
PUBLIC PEACE VIOLATION,RESTAURANT,85
PUBLIC PEACE VIOLATION,GAS STATION,78
PUBLIC PEACE VIOLATION,RESIDENTIAL YARD (FRONT/BACK),63
PUBLIC PEACE VIOLATION,COMMERCIAL/BUSINESS OFFICE,61
PUBLIC PEACE VIOLATION,CTA PLATFORM,52
PUBLIC PEACE VIOLATION,DEPARTMENT STORE,51
PUBLIC PEACE VIOLATION,OTHER (SPECIFY),49
PUBLIC PEACE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),47
PUBLIC PEACE VIOLATION,PARK PROPERTY,45
PUBLIC PEACE VIOLATION,GROCERY FOOD STORE,44
PUBLIC PEACE VIOLATION,CTA STATION,42
PUBLIC PEACE VIOLATION,CONVENIENCE STORE,40
PUBLIC PEACE VIOLATION,POLICE FACILITY/VEH PARKING LOT,37
PUBLIC PEACE VIOLATION,SCHOOL - PUBLIC GROUNDS,37
PUBLIC PEACE VIOLATION,CTA TRAIN,30
PUBLIC PEACE VIOLATION,TAVERN/LIQUOR STORE,30
PUBLIC PEACE VIOLATION,GOVERNMENT BUILDING/PROPERTY,28
PUBLIC PEACE VIOLATION,HOSPITAL BUILDING/GROUNDS,27
PUBLIC PEACE VIOLATION,RESIDENCE PORCH/HALLWAY,25
PUBLIC PEACE VIOLATION,SCHOOL - PRIVATE BUILDING,25
PUBLIC PEACE VIOLATION,HOTEL/MOTEL,22
PUBLIC PEACE VIOLATION,VACANT LOT/LAND,22
PUBLIC PEACE VIOLATION,VEHICLE NON-COMMERCIAL,21
PUBLIC PEACE VIOLATION,RESIDENCE - YARD (FRONT/BACK),20
PUBLIC PEACE VIOLATION,CTA BUS,19
PUBLIC PEACE VIOLATION,CURRENCY EXCHANGE,17
PUBLIC PEACE VIOLATION,BANK,16
PUBLIC PEACE VIOLATION,CHA PARKING LOT/GROUNDS,16
PUBLIC PEACE VIOLATION,PARKING LOT/GARAGE (NON RESIDENTIAL),16
PUBLIC PEACE VIOLATION,BAR OR TAVERN,15
PUBLIC PEACE VIOLATION,AIRCRAFT,14
PUBLIC PEACE VIOLATION,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,11
PUBLIC PEACE VIOLATION,DRUG STORE,11
PUBLIC PEACE VIOLATION,RESIDENCE - PORCH/HALLWAY,11
PUBLIC PEACE VIOLATION,POLICE FACILITY/VEHICLE PARKING LOT,10
PUBLIC PEACE VIOLATION,ABANDONED BUILDING,9
PUBLIC PEACE VIOLATION,BARBERSHOP,9
PUBLIC PEACE VIOLATION,WAREHOUSE,9
PUBLIC PEACE VIOLATION,PAWN SHOP,8
PUBLIC PEACE VIOLATION,AIRPORT EXTERIOR - SECURE AREA,7
PUBLIC PEACE VIOLATION,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,7
PUBLIC PEACE VIOLATION,AUTO/BOAT/RV DEALERSHIP,7
PUBLIC PEACE VIOLATION,MEDICAL/DENTAL OFFICE,7
PUBLIC PEACE VIOLATION,MOVIE HOUSE/THEATER,7
PUBLIC PEACE VIOLATION,RESIDENCE - GARAGE,7
PUBLIC PEACE VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,6
PUBLIC PEACE VIOLATION,CHA APARTMENT,6
PUBLIC PEACE VIOLATION,CTA BUS STOP,6
PUBLIC PEACE VIOLATION,CTA TRACKS - RIGHT OF WAY,6
PUBLIC PEACE VIOLATION,LAKEFRONT/WATERFRONT/RIVERBANK,6
PUBLIC PEACE VIOLATION,AIRPORT EXTERIOR - NON-SECURE AREA,5
PUBLIC PEACE VIOLATION,DAY CARE CENTER,5
PUBLIC PEACE VIOLATION,SPORTS ARENA/STADIUM,5
PUBLIC PEACE VIOLATION,APPLIANCE STORE,4
PUBLIC PEACE VIOLATION,NURSING HOME/RETIREMENT HOME,4
PUBLIC PEACE VIOLATION,OTHER RAILROAD PROP/TRAIN DEPOT,4
PUBLIC PEACE VIOLATION,SCHOOL - PRIVATE GROUNDS,4
PUBLIC PEACE VIOLATION,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,3
PUBLIC PEACE VIOLATION,CHA HALLWAY/STAIRWELL/ELEVATOR,3
PUBLIC PEACE VIOLATION,HIGHWAY/EXPRESSWAY,3
PUBLIC PEACE VIOLATION,OTHER COMMERCIAL TRANSPORTATION,3
PUBLIC PEACE VIOLATION,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,2
PUBLIC PEACE VIOLATION,BRIDGE,2
PUBLIC PEACE VIOLATION,COLLEGE/UNIVERSITY GROUNDS,2
PUBLIC PEACE VIOLATION,COLLEGE/UNIVERSITY RESIDENCE HALL,2
PUBLIC PEACE VIOLATION,CONSTRUCTION SITE,2
PUBLIC PEACE VIOLATION,DRIVEWAY - RESIDENTIAL,2
PUBLIC PEACE VIOLATION,FACTORY/MANUFACTURING BUILDING,2
PUBLIC PEACE VIOLATION,FEDERAL BUILDING,2
PUBLIC PEACE VIOLATION,LIBRARY,2
PUBLIC PEACE VIOLATION,OTHER RAILROAD PROPERTY/TRAIN DEPOT,2
PUBLIC PEACE VIOLATION,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,1
PUBLIC PEACE VIOLATION,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,1
PUBLIC PEACE VIOLATION,ANIMAL HOSPITAL,1
PUBLIC PEACE VIOLATION,ATHLETIC CLUB,1
PUBLIC PEACE VIOLATION,ATM (AUTOMATIC TELLER MACHINE),1
PUBLIC PEACE VIOLATION,CLEANING STORE,1
PUBLIC PEACE VIOLATION,COLLEGE/UNIVERSITY - GROUNDS,1
PUBLIC PEACE VIOLATION,CTA GARAGE/OTHER PROPERTY,1
PUBLIC PEACE VIOLATION,CTA PARKING LOT/GARAGE/OTHER PROPERTY,1
PUBLIC PEACE VIOLATION,JAIL/LOCK-UP FACILITY,1
PUBLIC PEACE VIOLATION,NURSING/RETIREMENT HOME,1
PUBLIC PEACE VIOLATION,TAXICAB,1
ROBBERY,STREET,7820
ROBBERY,SIDEWALK,6856
ROBBERY,ALLEY,1787
ROBBERY,SMALL RETAIL STORE,774
ROBBERY,GAS STATION,643
ROBBERY,APARTMENT,595
ROBBERY,CTA TRAIN,594
ROBBERY,PARKING LOT/GARAGE(NON.RESID.),562
ROBBERY,RESIDENCE,523
ROBBERY,RESTAURANT,483
ROBBERY,CONVENIENCE STORE,409
ROBBERY,CTA PLATFORM,329
ROBBERY,CTA BUS STOP,326
ROBBERY,PARK PROPERTY,281
ROBBERY,OTHER,274
ROBBERY,RESIDENTIAL YARD (FRONT/BACK),261
ROBBERY,VEHICLE NON-COMMERCIAL,257
ROBBERY,PARKING LOT/GARAGE (NON RESIDENTIAL),250
ROBBERY,BANK,228
ROBBERY,RESIDENCE PORCH/HALLWAY,224
ROBBERY,GROCERY FOOD STORE,215
ROBBERY,CTA STATION,191
ROBBERY,DEPARTMENT STORE,185
ROBBERY,RESIDENCE - GARAGE,129
ROBBERY,CTA BUS,120
ROBBERY,RESIDENCE - YARD (FRONT/BACK),95
ROBBERY,HOTEL/MOTEL,84
ROBBERY,OTHER (SPECIFY),79
ROBBERY,DRUG STORE,78
ROBBERY,VACANT LOT/LAND,63
ROBBERY,RESIDENCE - PORCH/HALLWAY,61
ROBBERY,ATM (AUTOMATIC TELLER MACHINE),59
ROBBERY,COMMERCIAL/BUSINESS OFFICE,59
ROBBERY,DRIVEWAY - RESIDENTIAL,47
ROBBERY,BAR OR TAVERN,42
ROBBERY,SCHOOL - PUBLIC GROUNDS,42
ROBBERY,TAVERN/LIQUOR STORE,40
ROBBERY,CHA PARKING LOT/GROUNDS,37
ROBBERY,TAXICAB,36
ROBBERY,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",31
ROBBERY,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",30
ROBBERY,BARBERSHOP,22
ROBBERY,CLEANING STORE,22
ROBBERY,ABANDONED BUILDING,21
ROBBERY,CURRENCY EXCHANGE,20
ROBBERY,PAWN SHOP,18
ROBBERY,CHA HALLWAY/STAIRWELL/ELEVATOR,17
ROBBERY,CAR WASH,15
ROBBERY,CHA APARTMENT,14
ROBBERY,SCHOOL - PUBLIC BUILDING,12
ROBBERY,HOSPITAL BUILDING/GROUNDS,11
ROBBERY,OTHER RAILROAD PROP/TRAIN DEPOT,11
ROBBERY,LAKEFRONT/WATERFRONT/RIVERBANK,10
ROBBERY,AUTO/BOAT/RV DEALERSHIP,8
ROBBERY,BRIDGE,8
ROBBERY,CTA GARAGE/OTHER PROPERTY,8
ROBBERY,SPORTS ARENA/STADIUM,8
ROBBERY,GOVERNMENT BUILDING/PROPERTY,7
ROBBERY,APPLIANCE STORE,6
ROBBERY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,6
ROBBERY,CONSTRUCTION SITE,6
ROBBERY,COLLEGE/UNIVERSITY GROUNDS,5
ROBBERY,OTHER COMMERCIAL TRANSPORTATION,5
ROBBERY,WAREHOUSE,5
ROBBERY,LIBRARY,4
ROBBERY,MOVIE HOUSE/THEATER,4
ROBBERY,VEHICLE - DELIVERY TRUCK,4
ROBBERY,VEHICLE-COMMERCIAL,4
ROBBERY,AIRPORT EXTERIOR - NON-SECURE AREA,3
ROBBERY,FOREST PRESERVE,3
ROBBERY,MEDICAL/DENTAL OFFICE,3
ROBBERY,SCHOOL - PRIVATE BUILDING,3
ROBBERY,SCHOOL - PRIVATE GROUNDS,3
ROBBERY,VEHICLE - COMMERCIAL,3
ROBBERY,AIRPORT PARKING LOT,2
ROBBERY,CTA PARKING LOT/GARAGE/OTHER PROPERTY,2
ROBBERY,DAY CARE CENTER,2
ROBBERY,NURSING/RETIREMENT HOME,2
ROBBERY,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,1
ROBBERY,AIRPORT VENDING ESTABLISHMENT,1
ROBBERY,ANIMAL HOSPITAL,1
ROBBERY,ATHLETIC CLUB,1
ROBBERY,BOAT/WATERCRAFT,1
ROBBERY,CEMETARY,1
ROBBERY,CREDIT UNION,1
ROBBERY,CTA TRACKS - RIGHT OF WAY,1
ROBBERY,FEDERAL BUILDING,1
ROBBERY,NURSING HOME/RETIREMENT HOME,1
ROBBERY,OTHER RAILROAD PROPERTY/TRAIN DEPOT,1
ROBBERY,SAVINGS AND LOAN,1
SEX OFFENSE,RESIDENCE,1026
SEX OFFENSE,APARTMENT,583
SEX OFFENSE,SIDEWALK,217
SEX OFFENSE,SCHOOL - PUBLIC BUILDING,168
SEX OFFENSE,OTHER,167
SEX OFFENSE,STREET,167
SEX OFFENSE,CTA TRAIN,67
SEX OFFENSE,HOSPITAL BUILDING/GROUNDS,65
SEX OFFENSE,ALLEY,55
SEX OFFENSE,NURSING HOME/RETIREMENT HOME,55
SEX OFFENSE,PARK PROPERTY,50
SEX OFFENSE,VEHICLE NON-COMMERCIAL,50
SEX OFFENSE,SCHOOL - PUBLIC GROUNDS,49
SEX OFFENSE,OTHER (SPECIFY),45
SEX OFFENSE,SCHOOL - PRIVATE BUILDING,43
SEX OFFENSE,HOTEL/MOTEL,39
SEX OFFENSE,RESTAURANT,37
SEX OFFENSE,SMALL RETAIL STORE,32
SEX OFFENSE,CTA BUS,30
SEX OFFENSE,DAY CARE CENTER,27
SEX OFFENSE,CTA STATION,26
SEX OFFENSE,CTA PLATFORM,24
SEX OFFENSE,RESIDENCE PORCH/HALLWAY,24
SEX OFFENSE,CTA BUS STOP,22
SEX OFFENSE,PARKING LOT/GARAGE(NON.RESID.),22
SEX OFFENSE,RESIDENTIAL YARD (FRONT/BACK),21
SEX OFFENSE,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",17
SEX OFFENSE,BAR OR TAVERN,15
SEX OFFENSE,DEPARTMENT STORE,14
SEX OFFENSE,LIBRARY,13
SEX OFFENSE,COMMERCIAL/BUSINESS OFFICE,12
SEX OFFENSE,NURSING/RETIREMENT HOME,12
SEX OFFENSE,PARKING LOT/GARAGE (NON RESIDENTIAL),12
SEX OFFENSE,RESIDENCE - YARD (FRONT/BACK),11
SEX OFFENSE,GAS STATION,9
SEX OFFENSE,RESIDENCE - PORCH/HALLWAY,9
SEX OFFENSE,BARBERSHOP,7
SEX OFFENSE,CHA APARTMENT,7
SEX OFFENSE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,7
SEX OFFENSE,CONVENIENCE STORE,7
SEX OFFENSE,GROCERY FOOD STORE,7
SEX OFFENSE,MEDICAL/DENTAL OFFICE,7
SEX OFFENSE,AIRCRAFT,6
SEX OFFENSE,ATHLETIC CLUB,6
SEX OFFENSE,COLLEGE/UNIVERSITY GROUNDS,6
SEX OFFENSE,DRUG STORE,6
SEX OFFENSE,TAXICAB,6
SEX OFFENSE,BANK,4
SEX OFFENSE,POLICE FACILITY/VEH PARKING LOT,4
SEX OFFENSE,VEHICLE - COMMERCIAL,4
SEX OFFENSE,WAREHOUSE,4
SEX OFFENSE,GOVERNMENT BUILDING/PROPERTY,3
SEX OFFENSE,RESIDENCE - GARAGE,3
SEX OFFENSE,VACANT LOT/LAND,3
SEX OFFENSE,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",3
SEX OFFENSE,VEHICLE-COMMERCIAL,3
SEX OFFENSE,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,2
SEX OFFENSE,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,2
SEX OFFENSE,AUTO/BOAT/RV DEALERSHIP,2
SEX OFFENSE,BOAT/WATERCRAFT,2
SEX OFFENSE,CHA HALLWAY/STAIRWELL/ELEVATOR,2
SEX OFFENSE,CHA PARKING LOT/GROUNDS,2
SEX OFFENSE,CTA PARKING LOT/GARAGE/OTHER PROPERTY,2
SEX OFFENSE,CURRENCY EXCHANGE,2
SEX OFFENSE,DRIVEWAY - RESIDENTIAL,2
SEX OFFENSE,FACTORY/MANUFACTURING BUILDING,2
SEX OFFENSE,LAKEFRONT/WATERFRONT/RIVERBANK,2
SEX OFFENSE,POLICE FACILITY/VEHICLE PARKING LOT,2
SEX OFFENSE,SPORTS ARENA/STADIUM,2
SEX OFFENSE,VEHICLE - DELIVERY TRUCK,2
SEX OFFENSE,ABANDONED BUILDING,1
SEX OFFENSE,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,1
SEX OFFENSE,AIRPORT VENDING ESTABLISHMENT,1
SEX OFFENSE,CAR WASH,1
SEX OFFENSE,CLEANING STORE,1
SEX OFFENSE,COIN OPERATED MACHINE,1
SEX OFFENSE,COLLEGE/UNIVERSITY - GROUNDS,1
SEX OFFENSE,COLLEGE/UNIVERSITY - RESIDENCE HALL,1
SEX OFFENSE,FEDERAL BUILDING,1
SEX OFFENSE,FIRE STATION,1
SEX OFFENSE,HIGHWAY/EXPRESSWAY,1
SEX OFFENSE,JAIL/LOCK-UP FACILITY,1
SEX OFFENSE,OTHER COMMERCIAL TRANSPORTATION,1
SEX OFFENSE,POOL ROOM,1
SEX OFFENSE,SCHOOL - PRIVATE GROUNDS,1
SEX OFFENSE,TAVERN/LIQUOR STORE,1
SEX OFFENSE,VEHICLE - COMMERCIAL: ENTERTAINMENT/PARTY BUS,1
SEX OFFENSE,VEHICLE-COMMERCIAL - TROLLEY BUS,1
STALKING,RESIDENCE,182
STALKING,APARTMENT,124
STALKING,STREET,102
STALKING,SIDEWALK,48
STALKING,OTHER,28
STALKING,RESTAURANT,16
STALKING,RESIDENCE PORCH/HALLWAY,10
STALKING,OTHER (SPECIFY),8
STALKING,PARKING LOT/GARAGE(NON.RESID.),7
STALKING,RESIDENTIAL YARD (FRONT/BACK),7
STALKING,ALLEY,6
STALKING,COMMERCIAL/BUSINESS OFFICE,6
STALKING,SCHOOL - PUBLIC GROUNDS,6
STALKING,GROCERY FOOD STORE,5
STALKING,HOSPITAL BUILDING/GROUNDS,5
STALKING,PARKING LOT/GARAGE (NON RESIDENTIAL),5
STALKING,SCHOOL - PUBLIC BUILDING,5
STALKING,HOTEL/MOTEL,4
STALKING,RESIDENCE - PORCH/HALLWAY,4
STALKING,SMALL RETAIL STORE,4
STALKING,CONVENIENCE STORE,3
STALKING,CTA STATION,3
STALKING,DRUG STORE,3
STALKING,RESIDENCE - YARD (FRONT/BACK),3
STALKING,SCHOOL - PRIVATE BUILDING,3
STALKING,AIRPORT PARKING LOT,2
STALKING,BANK,2
STALKING,BAR OR TAVERN,2
STALKING,CHA HALLWAY/STAIRWELL/ELEVATOR,2
STALKING,CHA PARKING LOT/GROUNDS,2
STALKING,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2
STALKING,CTA BUS,2
STALKING,DEPARTMENT STORE,2
STALKING,FACTORY/MANUFACTURING BUILDING,2
STALKING,POLICE FACILITY/VEH PARKING LOT,2
STALKING,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,1
STALKING,AIRPORT EXTERIOR - NON-SECURE AREA,1
STALKING,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,1
STALKING,COLLEGE/UNIVERSITY GROUNDS,1
STALKING,CTA BUS STOP,1
STALKING,CTA TRAIN,1
STALKING,GAS STATION,1
STALKING,GOVERNMENT BUILDING/PROPERTY,1
STALKING,LIBRARY,1
STALKING,MEDICAL/DENTAL OFFICE,1
STALKING,PAWN SHOP,1
STALKING,POLICE FACILITY/VEHICLE PARKING LOT,1
STALKING,VACANT LOT/LAND,1
THEFT,STREET,38595
THEFT,RESIDENCE,14455
THEFT,APARTMENT,13610
THEFT,SMALL RETAIL STORE,11298
THEFT,DEPARTMENT STORE,8798
THEFT,RESTAURANT,7244
THEFT,OTHER,6358
THEFT,SIDEWALK,6287
THEFT,GROCERY FOOD STORE,5906
THEFT,PARKING LOT/GARAGE(NON.RESID.),5198
THEFT,RESIDENCE PORCH/HALLWAY,4972
THEFT,VEHICLE NON-COMMERCIAL,4843
THEFT,RESIDENTIAL YARD (FRONT/BACK),3221
THEFT,CTA TRAIN,2882
THEFT,CONVENIENCE STORE,2758
THEFT,BAR OR TAVERN,2420
THEFT,GAS STATION,2380
THEFT,DRUG STORE,2109
THEFT,RESIDENCE - GARAGE,1683
THEFT,RESIDENCE - PORCH/HALLWAY,1554
THEFT,HOTEL/MOTEL,1363
THEFT,COMMERCIAL/BUSINESS OFFICE,1288
THEFT,ALLEY,1265
THEFT,PARKING LOT/GARAGE (NON RESIDENTIAL),1264
THEFT,PARK PROPERTY,1262
THEFT,SCHOOL - PUBLIC BUILDING,1118
THEFT,OTHER (SPECIFY),962
THEFT,RESIDENCE - YARD (FRONT/BACK),846
THEFT,ATHLETIC CLUB,830
THEFT,HOSPITAL BUILDING/GROUNDS,823
THEFT,CTA PLATFORM,816
THEFT,CTA BUS,811
THEFT,DRIVEWAY - RESIDENTIAL,650
THEFT,CTA STATION,636
THEFT,CONSTRUCTION SITE,443
THEFT,NURSING HOME/RETIREMENT HOME,379
THEFT,TAVERN/LIQUOR STORE,376
THEFT,CTA BUS STOP,353
THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,280
THEFT,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,277
THEFT,SCHOOL - PUBLIC GROUNDS,277
THEFT,SCHOOL - PRIVATE BUILDING,275
THEFT,WAREHOUSE,275
THEFT,MEDICAL/DENTAL OFFICE,217
THEFT,VEHICLE-COMMERCIAL,217
THEFT,AUTO/BOAT/RV DEALERSHIP,209
THEFT,CHA APARTMENT,205
THEFT,VACANT LOT/LAND,203
THEFT,SPORTS ARENA/STADIUM,201
THEFT,BANK,198
THEFT,GOVERNMENT BUILDING/PROPERTY,189
THEFT,TAXICAB,186
THEFT,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,166
THEFT,LIBRARY,156
THEFT,CTA GARAGE/OTHER PROPERTY,147
THEFT,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",140
THEFT,MOVIE HOUSE/THEATER,130
THEFT,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,128
THEFT,OTHER COMMERCIAL TRANSPORTATION,125
THEFT,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,124
THEFT,APPLIANCE STORE,122
THEFT,VEHICLE - DELIVERY TRUCK,119
THEFT,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,113
THEFT,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,109
THEFT,BARBERSHOP,109
THEFT,COLLEGE/UNIVERSITY GROUNDS,108
THEFT,CHA PARKING LOT/GROUNDS,99
THEFT,OTHER RAILROAD PROP/TRAIN DEPOT,90
THEFT,CAR WASH,89
THEFT,FACTORY/MANUFACTURING BUILDING,85
THEFT,NURSING/RETIREMENT HOME,85
THEFT,AIRCRAFT,71
THEFT,SCHOOL - PRIVATE GROUNDS,69
THEFT,ABANDONED BUILDING,67
THEFT,LAKEFRONT/WATERFRONT/RIVERBANK,67
THEFT,CLEANING STORE,66
THEFT,AIRPORT PARKING LOT,65
THEFT,PAWN SHOP,64
THEFT,DAY CARE CENTER,62
THEFT,CURRENCY EXCHANGE,61
THEFT,FIRE STATION,61
THEFT,POLICE FACILITY/VEH PARKING LOT,60
THEFT,AIRPORT EXTERIOR - NON-SECURE AREA,58
THEFT,ATM (AUTOMATIC TELLER MACHINE),54
THEFT,VEHICLE - COMMERCIAL,48
THEFT,CHA HALLWAY/STAIRWELL/ELEVATOR,42
THEFT,AIRPORT EXTERIOR - SECURE AREA,37
THEFT,POOL ROOM,29
THEFT,ANIMAL HOSPITAL,27
THEFT,BOWLING ALLEY,27
THEFT,COLLEGE/UNIVERSITY RESIDENCE HALL,26
THEFT,BOAT/WATERCRAFT,25
THEFT,COIN OPERATED MACHINE,23
THEFT,FEDERAL BUILDING,23
THEFT,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",20
THEFT,AIRPORT VENDING ESTABLISHMENT,17
THEFT,OTHER RAILROAD PROPERTY/TRAIN DEPOT,17
